index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
55785,4,840,1,2,2,5,3,3,5,1,8,3,1,64,1,1,7,8,4,1,2,1923,76,5.0,17.0,840002,1999
55786,4,840,1,1,2,5,3,1,5,2,6,1,4,42,1,7,7,7,4,1,2,1942,57,5.0,18.0,840002,1999
55787,4,840,1,1,1,6,2,2,3,2,6,3,2,64,1,2,2,6,3,1,2,1957,42,9.0,21.0,840005,1999
55788,4,840,2,1,2,7,3,2,6,0,1,1,3,-2,1,8,8,6,2,2,2,1980,19,8.0,30.0,840005,1999
55789,4,840,1,3,2,7,4,2,6,0,5,-1,2,64,1,10,4,8,1,1,1,1978,21,8.0,24.0,840005,1999
55790,4,840,1,1,2,4,4,1,1,1,5,2,2,62,1,1,-1,-1,3,2,2,1961,38,5.0,-1.0,840005,1999
55791,4,840,1,4,2,8,4,3,6,0,9,2,1,64,1,9,7,7,2,2,1,1976,23,9.0,23.0,840002,1999
55792,4,840,1,4,2,5,2,2,1,1,6,4,3,0,1,10,10,10,4,2,2,1940,59,8.0,-1.0,840002,1999
55793,4,840,1,1,1,8,4,-1,6,0,5,2,2,0,1,10,6,6,6,2,1,1975,24,9.0,28.0,840005,1999
55794,4,840,1,3,1,9,4,1,6,0,4,1,1,64,1,10,5,10,1,2,1,1975,24,9.0,35.0,840005,1999
55795,4,840,1,1,1,7,4,1,2,0,6,2,1,0,2,10,8,8,1,2,1,1975,24,9.0,29.0,840002,1999
55796,4,840,1,2,2,5,4,2,1,0,5,2,2,-2,1,6,4,4,1,2,2,1977,22,7.0,26.0,840005,1999
55797,4,840,1,1,2,7,2,2,1,2,7,3,1,64,1,10,2,5,1,1,1,1947,52,9.0,22.0,840005,1999
55798,4,840,1,1,2,9,2,1,1,6,9,4,2,62,1,1,1,1,5,2,2,1967,32,8.0,40.0,840002,1999
55799,4,840,2,1,3,6,3,1,6,0,7,4,1,53,1,4,3,7,1,1,1,1948,51,9.0,24.0,840002,1999
55800,4,840,1,1,1,6,2,2,6,3,4,4,3,64,2,6,6,6,1,1,2,1957,42,5.0,18.0,840003,1999
55801,4,840,1,3,2,8,4,1,1,2,7,3,2,53,1,1,2,1,1,1,1,1961,38,9.0,28.0,840007,1999
55802,4,840,1,1,3,8,1,1,1,1,6,3,2,-2,1,1,1,8,1,1,1,1942,57,7.0,23.0,840002,1999
55803,4,840,1,1,2,8,4,2,6,0,7,2,2,53,1,2,2,6,1,1,2,1956,43,9.0,21.0,840003,1999
55804,4,840,1,1,2,9,3,3,6,2,1,2,2,0,2,8,10,2,1,1,2,1972,26,5.0,17.0,840003,1999
55805,4,840,1,1,1,8,4,4,1,2,10,4,4,0,1,1,6,10,3,2,2,1965,34,9.0,26.0,840003,1999
55806,4,840,1,1,2,9,4,4,1,2,10,4,3,0,1,1,6,10,1,1,1,1961,38,5.0,20.0,840002,1999
55807,4,840,1,2,3,7,4,1,6,1,6,4,4,0,1,5,5,10,3,1,1,1952,47,6.0,24.0,840002,1999
55808,4,840,1,1,2,6,4,1,6,1,6,1,2,53,1,1,1,1,1,1,2,1966,33,7.0,22.0,840002,1999
55809,4,840,1,1,3,7,1,1,3,0,10,4,2,-2,1,1,5,10,1,1,1,1946,53,2.0,14.0,840002,1999
55810,4,840,1,1,1,8,2,1,1,1,8,3,2,0,1,1,6,6,1,1,1,1942,57,7.0,20.0,840004,1999
55811,4,840,1,2,2,7,3,2,1,1,7,1,3,0,1,8,7,7,1,2,2,1960,39,8.0,20.0,840002,1999
55812,4,840,1,1,2,5,3,2,3,1,2,3,1,64,1,7,1,8,1,1,1,1962,36,9.0,32.0,840002,1999
55813,4,840,1,1,2,9,3,1,1,2,5,3,2,62,1,1,4,4,5,2,2,1966,33,8.0,22.0,840002,1999
55814,4,840,1,2,2,8,3,1,1,3,8,-1,3,62,2,8,6,8,1,1,1,1941,58,9.0,28.0,840002,1999
55815,4,840,1,1,1,10,4,1,1,3,10,4,3,62,1,1,1,6,2,2,2,1960,39,5.0,20.0,840002,1999
55816,4,840,1,1,1,3,3,2,1,3,4,1,3,-2,1,5,6,3,5,2,2,1937,62,4.0,18.0,840002,1999
55817,4,840,1,1,1,10,2,2,1,0,10,2,3,62,1,1,1,5,4,2,2,1938,61,8.0,-1.0,840002,1999
55818,4,840,1,2,2,5,3,2,1,3,5,2,2,-2,1,8,5,5,3,2,2,1958,41,8.0,47.0,840009,1999
55819,4,840,1,1,1,3,3,2,1,0,6,1,3,0,1,5,5,5,4,2,2,1938,61,4.0,30.0,840002,1999
55820,4,840,1,2,2,7,3,2,6,0,7,2,2,64,2,10,2,9,2,1,1,1967,32,8.0,33.0,840005,1999
55821,4,840,1,1,2,9,3,3,1,1,9,3,2,62,1,1,1,5,5,2,2,1962,37,9.0,24.0,840002,1999
55822,4,840,1,3,3,5,2,3,2,1,6,-1,2,-2,-1,-1,2,3,2,2,2,1980,18,5.0,17.0,840002,1999
55823,4,840,1,1,2,6,3,2,1,2,6,4,1,64,1,4,1,5,2,2,2,1951,48,3.0,16.0,840002,1999
55824,4,840,1,1,2,6,4,4,6,0,4,1,3,64,2,6,1,6,1,1,2,1971,28,5.0,21.0,840005,1999
55825,4,840,1,1,1,10,3,-1,6,0,5,2,4,64,1,5,5,1,1,1,1,1971,28,4.0,19.0,840002,1999
55826,4,840,1,1,2,9,3,2,6,0,8,-1,2,64,1,9,1,5,6,2,1,1979,20,8.0,25.0,840008,1999
55827,4,840,1,2,1,7,2,3,2,0,7,3,2,62,2,1,1,1,2,1,2,1948,51,8.0,20.0,840002,1999
55828,4,840,1,4,2,10,4,1,1,5,6,1,2,53,2,10,6,10,5,2,2,1927,72,8.0,22.0,840002,1999
55829,4,840,1,4,2,8,4,3,6,0,6,1,4,0,1,10,1,10,1,2,2,1975,24,4.0,18.0,840005,1999
55830,4,840,1,1,1,6,3,2,2,0,6,1,2,0,1,6,6,6,1,1,1,1960,38,6.0,45.0,840005,1999
55831,4,840,1,2,2,10,3,3,6,0,8,3,3,53,1,1,1,1,2,2,1,1981,18,3.0,22.0,840002,1999
55832,4,840,2,1,2,5,3,3,6,0,10,1,3,64,1,10,10,10,6,2,2,1981,18,3.0,18.0,840002,1999
55833,4,840,1,1,2,6,3,2,6,0,4,2,2,0,1,2,8,4,1,2,1,1976,23,3.0,28.0,840002,1999
55834,4,840,1,2,1,8,-1,-1,6,0,6,-1,2,0,1,1,1,1,1,2,1,1977,22,3.0,18.0,840002,1999
55835,4,840,1,1,2,6,3,1,1,1,6,-1,1,64,1,-1,10,10,1,2,2,1955,44,3.0,18.0,840002,1999
55836,4,840,1,1,2,8,3,1,1,3,7,4,2,64,1,6,6,7,1,2,2,1968,31,9.0,21.0,840002,1999
55837,4,840,1,1,1,5,4,1,1,2,6,4,2,-2,1,10,6,8,2,2,2,1963,36,9.0,24.0,840002,1999
55838,4,840,1,1,2,6,3,1,1,1,6,4,4,64,1,10,9,10,1,2,2,1949,50,3.0,18.0,840002,1999
55839,4,840,1,2,2,7,4,1,1,1,6,3,3,53,1,7,4,7,5,2,2,1973,26,3.0,18.0,840002,1999
55840,4,840,1,3,3,1,3,1,6,0,10,4,2,53,1,1,10,10,1,1,1,1959,40,9.0,23.0,840002,1999
55841,4,840,1,1,1,7,2,1,1,0,7,1,1,64,1,10,10,10,8,2,2,1936,63,2.0,18.0,840002,1999
55842,4,840,1,1,1,8,3,2,2,0,8,3,2,0,1,7,5,6,1,1,2,1962,37,9.0,32.0,840002,1999
55843,4,840,1,1,2,8,3,1,1,2,6,2,3,-2,1,1,1,10,2,2,2,1959,40,3.0,16.0,840002,1999
55844,4,840,1,1,2,6,4,1,1,3,5,4,3,-2,1,6,1,8,2,2,2,1965,34,3.0,18.0,840002,1999
55845,4,840,2,2,2,8,3,2,6,0,6,2,1,0,1,5,5,5,1,1,2,1963,36,-1.0,18.0,840002,1999
55846,4,840,1,2,2,4,4,1,6,9,6,3,3,64,1,9,10,10,1,1,1,1967,32,3.0,18.0,840002,1999
55847,4,840,1,1,1,8,4,1,6,3,5,3,2,53,1,5,5,7,1,1,2,1972,27,4.0,28.0,840003,1999
55848,4,840,1,1,1,8,3,2,1,4,7,3,1,53,1,3,1,5,1,2,2,1950,49,5.0,-1.0,840002,1999
55849,4,840,1,2,1,10,-1,2,6,0,9,1,2,0,2,7,7,7,2,2,1,1980,19,6.0,21.0,840002,1999
55850,4,840,1,1,1,9,4,1,1,1,8,3,2,53,1,5,5,5,1,2,2,1971,28,9.0,26.0,840002,1999
55851,4,840,1,1,1,10,4,2,1,1,7,3,2,62,1,1,3,3,1,2,2,1947,52,9.0,31.0,840002,1999
55852,4,840,1,1,2,6,4,2,3,1,6,2,2,62,1,10,7,7,1,1,1,1957,42,8.0,24.0,840002,1999
55853,4,840,1,1,1,10,3,1,1,4,9,2,2,64,1,5,1,6,2,2,2,1958,41,3.0,18.0,840002,1999
55854,4,840,1,2,1,10,3,1,1,2,10,2,1,64,2,4,6,8,1,1,1,1951,48,9.0,29.0,840002,1999
55855,4,840,1,3,1,10,4,4,1,3,7,3,4,62,1,5,5,5,1,1,2,1954,45,6.0,-1.0,840002,1999
55856,4,840,1,2,4,3,3,2,4,4,6,2,2,62,1,9,5,9,4,1,1,1944,55,8.0,19.0,840002,1999
55857,4,840,1,1,2,7,4,2,1,3,7,3,2,62,1,5,5,3,2,2,2,1961,38,9.0,30.0,840002,1999
55858,4,840,1,2,2,4,4,2,6,1,4,2,2,53,1,9,10,10,1,1,1,1976,23,5.0,19.0,840002,1999
55859,4,840,1,1,1,10,3,2,1,4,8,2,3,0,1,1,3,8,3,1,1,1962,37,9.0,38.0,840003,1999
55860,4,840,1,1,1,10,3,3,6,1,4,1,2,0,1,4,4,8,1,2,2,1975,24,5.0,18.0,840003,1999
55861,4,840,1,1,2,5,3,3,6,3,7,3,2,62,1,3,3,1,1,2,1,1974,25,8.0,22.0,840003,1999
55862,4,840,1,1,2,6,3,2,6,1,6,1,1,0,1,1,1,1,2,2,2,1978,21,5.0,19.0,840003,1999
55863,4,840,1,1,2,8,3,2,6,0,6,3,3,0,1,5,4,6,1,2,2,1978,21,6.0,17.0,840002,1999
55864,4,840,1,1,2,8,3,3,6,2,4,4,2,53,1,1,1,1,1,1,2,1973,26,4.0,17.0,840002,1999
55865,4,840,1,1,1,8,3,1,6,1,7,-1,3,53,1,1,1,1,2,1,2,1947,52,4.0,15.0,840002,1999
55866,4,840,1,1,1,9,3,3,1,6,4,1,2,53,2,4,6,3,1,1,2,1956,43,5.0,18.0,840002,1999
55867,4,840,1,1,2,1,4,2,6,0,1,3,3,53,1,5,6,5,3,2,1,1966,33,7.0,20.0,840003,1999
55868,4,840,1,2,2,8,2,2,6,0,8,3,2,53,2,7,6,7,1,2,1,1980,19,3.0,17.0,840003,1999
55869,4,840,1,1,1,7,4,2,1,4,7,3,2,53,1,4,2,6,1,1,2,1962,37,3.0,18.0,840003,1999
55870,4,840,1,2,2,5,3,2,1,8,4,3,-1,0,2,6,7,5,1,1,1,1965,34,3.0,17.0,840003,1999
55871,4,840,1,1,1,10,3,2,6,0,9,2,2,62,1,7,8,6,7,1,1,1933,66,9.0,29.0,840002,1999
55872,4,840,1,1,1,7,3,2,1,3,10,3,1,62,1,1,1,5,7,2,2,1959,40,3.0,40.0,840002,1999
55873,4,840,1,1,1,5,4,1,6,1,5,1,2,-2,1,1,1,8,1,1,2,1944,55,8.0,-1.0,840003,1999
55874,4,840,1,1,2,6,1,2,6,2,6,2,2,12,1,7,1,1,1,1,2,1956,43,3.0,17.0,840003,1999
55875,4,840,1,1,1,8,1,1,6,0,7,1,4,64,1,5,4,2,2,1,2,1979,19,8.0,19.0,840003,1999
55876,4,840,1,1,2,5,4,3,6,2,4,2,2,53,1,5,4,3,8,1,2,1977,22,3.0,18.0,840003,1999
55877,4,840,1,2,2,7,3,2,2,0,8,2,3,0,1,4,1,1,1,1,1,1980,19,3.0,19.0,840002,1999
55878,4,840,1,1,2,7,4,3,6,2,1,1,2,62,1,1,1,7,1,1,2,1946,53,5.0,18.0,840003,1999
55879,4,840,1,2,1,9,3,3,1,2,8,2,2,53,1,7,5,7,1,2,2,1949,50,9.0,-1.0,840002,1999
55880,4,840,1,2,2,8,4,2,6,1,8,2,3,-2,2,10,5,10,1,1,2,1960,39,6.0,40.0,840003,1999
55881,4,840,1,2,1,10,3,1,1,5,10,4,2,0,1,1,10,8,1,1,1,1921,78,8.0,26.0,840002,1999
55882,4,840,1,2,1,9,4,1,6,0,7,2,2,64,-1,5,-1,6,3,1,1,1977,22,8.0,18.0,840002,1999
55883,4,840,1,1,1,8,4,1,1,2,5,3,2,62,1,5,10,8,2,2,2,1940,59,8.0,22.0,840002,1999
55884,4,840,1,1,2,6,3,1,1,6,6,2,2,64,1,4,1,6,2,1,1,1923,75,9.0,23.0,840002,1999
55885,4,840,1,2,2,3,4,3,3,0,2,2,2,62,1,1,10,9,1,1,1,1968,31,8.0,31.0,840002,1999
55886,4,840,1,2,3,3,4,3,3,2,3,1,2,42,2,10,10,10,1,1,2,1950,49,9.0,21.0,840002,1999
55887,4,840,1,3,2,9,3,2,1,2,9,2,2,62,1,8,6,6,1,2,2,1943,56,9.0,22.0,840002,1999
55888,4,840,1,2,2,7,4,3,1,3,7,-1,2,42,1,9,8,9,2,2,2,1932,66,9.0,21.0,840002,1999
55889,4,840,1,4,2,8,4,-1,2,2,7,1,2,53,2,10,9,10,1,1,1,1937,61,9.0,39.0,840002,1999
55890,4,840,1,3,2,6,3,2,1,1,6,2,2,52,2,6,6,6,1,1,2,1953,46,9.0,25.0,840002,1999
55891,4,840,1,1,2,9,4,3,1,4,9,1,1,42,1,5,5,5,2,2,2,1952,47,9.0,29.0,840002,1999
55892,4,840,1,3,2,7,3,2,1,1,6,3,1,64,1,1,8,9,2,2,2,1953,46,9.0,22.0,840002,1999
55893,4,840,1,4,2,9,4,2,2,0,7,3,2,0,2,10,7,7,1,2,2,1972,27,8.0,27.0,840002,1999
55894,4,840,1,3,2,7,4,2,6,0,9,2,2,53,-1,10,9,9,1,1,1,1970,29,9.0,24.0,840002,1999
55895,4,840,1,1,2,6,3,2,6,1,5,2,2,62,1,10,5,5,1,1,2,1973,26,8.0,21.0,840003,1999
55896,4,840,1,1,2,10,3,2,1,2,8,3,2,53,1,2,2,2,5,2,2,1965,34,8.0,40.0,840002,1999
55897,4,840,1,1,2,7,4,4,5,3,3,1,3,53,1,8,7,7,2,1,2,1933,66,6.0,45.0,840002,1999
55898,4,840,1,2,2,5,4,2,1,2,3,2,2,62,1,9,3,8,6,2,2,1975,24,9.0,30.0,840002,1999
55899,4,840,2,2,2,7,1,1,1,3,7,1,1,53,1,10,8,8,1,1,1,1956,43,4.0,21.0,840002,1999
55900,4,840,1,1,1,9,4,1,6,2,7,4,3,-2,2,1,1,4,1,1,1,1971,28,6.0,21.0,840003,1999
55901,4,840,-1,-1,-1,5,3,-1,2,2,5,4,3,-2,1,5,1,5,1,1,1,1955,44,8.0,-1.0,840003,1999
55902,4,840,1,4,2,5,3,2,1,0,4,3,2,0,2,1,5,5,2,2,1,1968,30,3.0,19.0,840002,1999
55903,4,840,1,2,2,9,3,2,6,0,10,2,2,64,1,5,1,6,6,2,1,1981,18,6.0,22.0,840004,1999
55904,4,840,1,1,1,8,3,2,6,0,8,4,3,62,1,5,5,5,6,1,1,1981,18,3.0,18.0,840003,1999
55905,4,840,1,1,2,8,3,2,1,2,2,2,3,53,1,2,5,8,1,1,1,1969,30,3.0,-1.0,840002,1999
55906,4,840,3,2,2,6,3,2,1,2,6,2,2,12,1,10,10,8,1,2,2,1959,40,8.0,19.0,840002,1999
55907,4,840,2,4,2,5,3,2,6,2,4,4,3,-2,2,-1,1,10,4,1,1,1961,38,9.0,18.0,840003,1999
55908,4,840,1,1,1,8,4,1,1,3,7,2,2,62,1,5,5,5,3,2,1,1934,65,8.0,18.0,840002,1999
55909,4,840,1,1,2,8,3,2,3,7,7,4,3,64,1,10,1,8,1,1,2,1931,68,7.0,-1.0,840002,1999
55910,4,840,1,1,1,10,3,2,6,0,8,1,2,64,2,1,10,10,1,1,1,1964,35,8.0,27.0,840003,1999
55911,4,840,1,1,2,7,3,2,1,3,4,4,2,64,1,1,1,4,2,2,2,1951,48,9.0,-1.0,840002,1999
55912,4,840,1,1,2,7,3,3,2,4,6,3,3,0,2,1,1,4,1,1,2,1967,32,5.0,29.0,840003,1999
55913,4,840,1,1,2,9,2,2,1,5,8,1,2,64,1,5,1,6,2,2,2,1927,72,9.0,22.0,840002,1999
55914,4,840,1,2,1,8,3,-1,6,9,9,1,2,64,1,5,5,5,3,2,2,1962,37,5.0,20.0,840002,1999
55915,4,840,1,2,2,5,3,2,2,1,5,3,2,0,3,7,5,5,7,1,2,1978,21,3.0,19.0,840002,1999
55916,4,840,1,1,2,5,4,2,2,0,5,3,2,0,1,10,6,4,6,2,2,1978,20,4.0,-1.0,840004,1999
55917,4,840,1,1,1,10,3,3,1,5,10,3,2,64,1,1,1,1,4,1,1,1919,80,6.0,21.0,840002,1999
55918,4,840,1,3,2,7,-1,-1,1,9,5,3,2,0,2,3,6,6,1,1,1,1969,30,6.0,35.0,840002,1999
55919,4,840,1,1,2,3,4,1,3,1,7,3,3,-2,3,6,5,5,1,1,2,1948,51,4.0,18.0,840003,1999
55920,4,840,1,1,1,8,4,3,1,1,4,-1,2,53,1,6,6,6,2,1,2,1977,22,4.0,16.0,840003,1999
55921,4,840,1,1,1,5,1,1,1,2,7,2,2,53,1,8,8,9,1,2,2,1975,24,8.0,17.0,840003,1999
55922,4,840,1,2,3,2,4,3,2,2,1,3,2,53,-1,1,-1,-1,1,1,1,1970,29,8.0,18.0,840003,1999
55923,4,840,1,1,1,10,3,4,6,0,9,3,2,0,1,1,1,1,2,2,1,1979,20,4.0,17.0,840003,1999
55924,4,840,1,1,1,10,4,3,6,0,7,3,2,62,1,1,1,6,1,1,1,1965,34,9.0,22.0,840002,1999
55925,4,840,1,1,2,8,4,3,4,2,10,1,2,0,1,1,1,1,7,2,2,1972,27,5.0,18.0,840003,1999
55926,4,840,1,1,2,9,4,1,1,4,9,2,3,53,1,10,5,5,4,2,2,1935,64,4.0,22.0,840003,1999
55927,4,840,1,1,1,9,4,3,3,2,7,3,3,53,1,6,6,8,1,1,2,1957,42,7.0,24.0,840003,1999
55928,4,840,1,1,2,4,3,2,6,2,2,4,2,53,1,4,3,5,7,2,2,1971,28,3.0,18.0,840003,1999
55929,4,840,1,1,2,6,4,2,1,2,3,2,1,62,1,1,4,5,5,2,2,1948,51,9.0,38.0,840003,1999
55930,4,840,1,1,2,7,4,2,6,2,5,2,2,-2,1,1,1,4,1,1,2,1973,26,5.0,19.0,840003,1999
55931,4,840,1,1,1,10,4,2,1,3,8,3,2,53,1,1,4,5,5,2,2,1970,29,8.0,37.0,840002,1999
55932,4,840,1,1,2,6,2,2,1,3,6,3,2,64,1,10,5,5,5,2,2,1955,43,3.0,18.0,840002,1999
55933,4,840,1,1,1,9,3,3,3,6,7,2,2,64,1,1,1,5,4,1,1,1941,58,2.0,12.0,840002,1999
55934,4,840,1,1,2,5,4,3,1,6,7,3,1,53,1,1,1,5,5,2,2,1960,39,9.0,27.0,840002,1999
55935,4,840,1,1,1,8,3,2,1,3,9,3,3,-2,1,1,2,3,1,1,1,1961,38,9.0,25.0,840002,1999
55936,4,840,1,1,1,9,4,3,3,4,6,2,2,64,1,10,2,10,1,1,2,1961,38,8.0,39.0,840002,1999
55937,4,840,1,1,2,9,3,1,5,3,10,2,2,62,1,1,1,3,4,1,2,1924,74,3.0,17.0,840002,1999
55938,4,840,1,2,2,8,3,1,3,3,8,2,1,64,1,6,1,10,1,1,2,1941,58,3.0,18.0,840002,1999
55939,4,840,1,1,1,10,3,2,5,5,10,2,2,62,1,6,6,7,4,1,2,1931,68,8.0,20.0,840002,1999
55940,4,840,1,1,1,10,4,2,6,0,8,2,2,53,1,10,3,10,1,2,2,1979,20,3.0,18.0,840002,1999
55941,4,840,1,1,1,10,3,1,1,3,9,4,3,62,1,1,1,5,5,2,2,1965,34,8.0,18.0,840002,1999
55942,4,840,1,1,1,9,3,1,1,2,8,1,2,64,1,5,5,5,1,1,1,1961,38,9.0,30.0,840005,1999
55943,4,840,1,2,2,7,4,2,6,0,6,3,1,64,2,4,8,7,1,2,2,1971,28,9.0,21.0,840002,1999
55944,4,840,1,2,2,8,3,2,1,3,7,2,2,64,1,5,1,5,4,1,1,1935,64,3.0,17.0,840002,1999
55945,4,840,1,2,1,10,3,2,1,4,10,3,2,52,1,10,4,5,5,2,2,1933,65,8.0,21.0,840002,1999
55946,4,840,1,1,2,8,4,1,6,0,7,-1,3,53,1,1,6,6,1,2,1,1972,27,3.0,19.0,840003,1999
55947,4,840,1,3,2,6,2,1,1,2,7,3,2,62,1,10,8,3,2,2,2,1950,49,9.0,-1.0,840002,1999
55948,4,840,1,1,2,8,4,2,5,4,4,1,2,64,1,1,1,8,4,1,2,1935,64,9.0,30.0,840002,1999
55949,4,840,1,3,2,8,3,3,2,3,8,1,2,0,2,8,8,8,4,1,1,1929,70,9.0,22.0,840002,1999
55950,4,840,1,1,2,6,3,2,1,3,4,2,2,64,1,8,2,9,1,1,1,1950,49,9.0,24.0,840002,1999
55951,4,840,1,1,1,10,3,3,1,4,8,3,2,64,1,1,1,6,2,2,2,1938,60,3.0,17.0,840002,1999
55952,4,840,2,3,2,8,3,2,6,3,8,3,2,0,1,5,6,8,4,1,1,1921,78,8.0,23.0,840002,1999
55953,4,840,1,1,1,9,4,2,2,3,6,2,2,64,1,6,6,6,7,2,2,1938,61,9.0,21.0,840002,1999
55954,4,840,1,2,1,8,3,2,1,3,8,3,2,64,1,6,10,10,2,2,2,1959,40,6.0,19.0,840002,1999
55955,4,840,1,1,2,7,3,3,6,1,6,2,2,64,1,4,2,2,2,2,1,1975,24,8.0,25.0,840002,1999
55956,4,840,1,3,3,7,4,3,1,2,6,2,2,64,2,5,5,5,2,2,2,1958,41,5.0,-1.0,840002,1999
55957,4,840,1,1,2,8,4,2,1,0,7,3,2,64,1,1,1,3,2,2,2,1943,56,9.0,20.0,840002,1999
55958,4,840,1,2,2,5,3,3,1,1,5,3,3,64,1,6,6,6,2,2,2,1954,45,9.0,19.0,840002,1999
55959,4,840,1,2,3,1,1,3,6,0,6,4,3,64,1,1,6,10,3,2,1,1964,35,8.0,32.0,840002,1999
55960,4,840,1,2,2,7,3,2,1,2,6,3,2,64,1,-1,4,5,1,1,1,1948,51,5.0,17.0,840002,1999
55961,4,840,1,1,2,3,3,1,5,6,5,1,2,62,1,8,7,8,4,2,2,1942,57,8.0,32.0,840003,1999
55962,4,840,1,2,2,5,4,2,1,4,8,3,2,0,1,4,3,3,1,2,2,1939,59,3.0,-1.0,840002,1999
55963,4,840,1,2,3,8,3,2,1,2,8,2,2,64,1,8,8,8,1,1,1,1935,64,3.0,18.0,840002,1999
55964,4,840,1,1,2,9,3,2,1,4,8,2,2,62,1,9,9,7,1,1,1,1948,51,9.0,21.0,840003,1999
55965,4,840,1,2,2,6,3,2,6,0,5,2,2,64,1,3,8,8,3,1,1,1968,31,9.0,23.0,840002,1999
55966,4,840,1,3,2,8,4,2,6,0,1,2,2,64,1,10,9,3,2,2,2,1976,23,6.0,24.0,840002,1999
55967,4,840,1,1,2,7,1,2,1,1,10,2,2,64,1,7,3,6,3,2,2,1950,49,9.0,38.0,840002,1999
55968,4,840,1,1,1,5,3,2,2,0,5,2,1,-2,1,-1,-1,-1,1,2,2,1967,32,8.0,29.0,840002,1999
55969,4,840,1,3,2,7,3,2,1,2,5,3,2,62,1,5,5,5,1,1,1,1963,36,9.0,22.0,840002,1999
55970,4,840,1,1,1,10,3,1,1,1,8,3,1,-2,1,1,1,1,5,2,2,1943,56,3.0,19.0,840002,1999
55971,4,840,1,4,1,10,3,3,1,4,9,3,1,0,1,5,4,8,1,1,1,1949,50,9.0,22.0,840005,1999
55972,4,840,1,1,1,10,2,2,1,2,10,3,2,64,1,5,5,8,4,2,2,1942,57,5.0,17.0,840002,1999
55973,4,840,1,1,3,5,3,-1,6,0,7,3,3,53,1,1,8,8,6,2,2,1981,18,5.0,18.0,840003,1999
55974,4,840,1,2,2,10,3,2,1,2,9,2,2,62,2,10,10,10,1,1,1,1944,55,9.0,26.0,840002,1999
55975,4,840,1,2,1,7,3,1,1,3,5,3,2,64,1,3,7,5,1,1,1,1948,51,8.0,26.0,840002,1999
55976,4,840,1,1,2,5,3,2,6,0,5,3,2,64,1,1,2,5,6,1,1,1957,42,9.0,44.0,840002,1999
55977,4,840,1,1,2,9,4,1,1,2,6,2,2,64,1,9,1,3,1,1,1,1957,42,8.0,21.0,840002,1999
55978,4,840,1,2,2,9,3,2,3,2,8,2,2,64,1,6,8,6,1,1,1,1948,51,5.0,17.0,840002,1999
55979,4,840,1,2,2,4,3,1,4,2,5,2,1,0,2,1,5,10,1,1,1,1965,34,6.0,20.0,840003,1999
55980,4,840,1,2,2,5,4,2,1,1,6,3,2,53,1,10,10,10,5,2,2,1956,43,9.0,-1.0,840002,1999
55981,4,840,1,2,2,5,3,3,1,2,4,-1,2,42,2,-1,6,9,4,2,2,1950,49,9.0,21.0,840002,1999
55982,4,840,1,2,2,8,4,1,1,2,4,1,2,42,1,1,8,9,5,2,2,1950,49,9.0,22.0,840002,1999
55983,4,840,1,1,2,9,3,2,2,4,1,-1,3,0,1,5,1,9,1,1,2,1964,35,2.0,17.0,840003,1999
55984,4,840,1,1,1,10,3,3,6,1,10,2,2,53,1,1,10,10,1,1,2,1977,22,3.0,18.0,840003,1999
55985,4,840,1,2,1,10,4,3,1,3,8,1,3,42,1,1,7,7,1,2,1,1950,49,9.0,24.0,840002,1999
55986,4,840,1,1,2,6,3,-1,6,0,3,2,2,64,1,2,6,6,1,1,1,1964,35,6.0,19.0,840002,1999
55987,4,840,1,2,1,8,4,2,1,2,6,3,2,42,1,7,8,7,1,2,2,1957,42,9.0,30.0,840002,1999
55988,4,840,1,2,2,8,3,3,6,0,6,2,3,42,2,2,5,5,1,2,2,1959,40,9.0,-1.0,840002,1999
55989,4,840,1,3,2,7,3,3,1,2,5,3,2,42,2,5,5,5,1,2,1,1956,43,7.0,22.0,840002,1999
55990,4,840,1,1,2,8,3,2,1,0,7,2,1,53,1,1,1,10,1,2,2,1967,32,8.0,18.0,840003,1999
55991,4,840,1,2,2,7,3,2,6,0,8,3,3,42,2,8,6,3,2,1,1,1977,22,8.0,23.0,840002,1999
55992,4,840,1,1,1,10,4,4,6,0,9,1,4,64,1,6,6,6,1,1,1,1971,28,9.0,26.0,840002,1999
55993,4,840,1,2,1,8,4,1,1,0,8,3,2,64,1,6,7,7,3,2,2,1966,33,9.0,23.0,840002,1999
55994,4,840,1,3,2,9,4,3,6,0,7,2,1,42,-1,10,10,10,6,2,2,1978,21,9.0,24.0,840002,1999
55995,4,840,1,2,2,10,3,3,6,0,7,2,4,42,2,8,10,10,2,2,1,1977,22,5.0,21.0,840002,1999
55996,4,840,1,2,2,8,3,3,1,3,7,2,3,42,2,5,7,9,1,2,2,1957,42,9.0,22.0,840002,1999
55997,4,840,1,3,1,10,3,2,6,0,10,2,2,42,2,5,3,3,7,2,2,1976,23,9.0,23.0,840002,1999
55998,4,840,1,1,1,7,3,3,1,3,6,-1,2,64,1,1,10,10,1,1,1,1948,51,9.0,35.0,840003,1999
55999,4,840,1,1,1,10,3,1,1,2,8,1,2,64,1,5,1,5,7,2,2,1934,65,3.0,18.0,840002,1999
