index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
84086,6,840,1,1,1,9,4,2,1,3,10,3,2,62,1,1,1,3,1,2,2,1952,59,9.0,53.0,840002,2011
84087,6,840,2,4,2,5,4,2,6,0,2,3,1,42,2,5,8,5,3,1,1,1949,62,8.0,24.0,840002,2011
84088,6,840,1,1,1,9,1,1,5,3,9,3,2,62,1,5,5,5,4,1,1,1945,66,9.0,26.0,840002,2011
84089,6,840,1,4,2,7,4,3,1,1,2,3,2,0,3,5,5,5,1,2,1,1953,58,9.0,23.0,840002,2011
84090,6,840,1,2,1,8,4,2,1,2,7,2,2,62,1,8,6,6,1,1,1,1962,49,8.0,21.0,840002,2011
84091,6,840,1,2,2,7,4,3,1,0,7,3,3,53,1,8,8,8,2,1,2,1968,43,9.0,32.0,840006,2011
84092,6,840,1,1,1,8,4,2,4,1,8,4,3,64,1,1,1,5,4,1,1,1952,59,8.0,18.0,840002,2011
84093,6,840,1,1,1,8,4,1,1,2,10,2,3,64,1,9,1,10,1,1,2,1978,33,9.0,18.0,840006,2011
84094,6,840,1,3,2,5,3,3,1,0,4,3,3,64,2,-2,-2,-2,-2,-2,2,1954,57,7.0,-2.0,840005,2011
84095,6,840,1,4,2,9,4,1,1,0,8,2,1,0,2,10,8,9,1,1,2,1962,49,8.0,53.0,840002,2011
84096,6,840,1,1,1,8,4,2,1,1,9,2,2,64,2,5,5,5,1,1,2,1958,53,9.0,22.0,840002,2011
84097,6,840,1,1,1,9,3,2,1,5,7,3,2,53,1,1,5,5,5,2,2,1974,37,8.0,45.0,840002,2011
84098,6,840,1,1,-2,7,3,3,2,1,5,2,3,64,1,7,9,8,7,2,2,1968,43,7.0,17.0,840005,2011
84099,6,840,1,3,2,7,3,3,3,0,7,2,2,62,2,10,9,9,1,1,2,1956,55,9.0,27.0,840005,2011
84100,6,840,1,2,2,8,4,4,1,2,8,1,1,31,1,10,10,10,4,2,2,1947,64,8.0,19.0,840004,2011
84101,6,840,1,3,1,8,3,2,1,4,7,3,3,64,2,8,7,6,1,2,1,1962,49,7.0,18.0,840002,2011
84102,6,840,1,1,2,9,4,2,1,5,9,3,3,62,1,1,1,7,4,1,2,1942,69,7.0,17.0,840002,2011
84103,6,840,1,2,2,6,3,2,1,3,4,3,3,0,1,5,5,5,1,1,1,1969,42,7.0,17.0,840002,2011
84104,6,840,1,4,1,8,3,3,4,1,6,4,2,0,2,6,5,7,1,1,1,1955,56,2.0,8.0,840005,2011
84105,6,840,1,3,2,7,3,2,3,3,5,4,3,62,1,3,4,5,1,1,1,1948,63,7.0,21.0,840002,2011
84106,6,840,1,1,1,10,3,3,1,2,10,2,2,53,1,10,8,9,1,1,2,1960,51,9.0,20.0,840002,2011
84107,6,840,1,1,2,8,3,1,1,4,8,4,1,62,1,1,1,5,5,2,2,1962,49,9.0,21.0,840002,2011
84108,6,840,1,2,1,8,4,2,6,0,10,1,2,62,1,10,6,7,1,2,2,1951,60,9.0,28.0,840002,2011
84109,6,840,1,1,1,9,3,2,1,2,8,2,3,64,1,5,5,5,4,1,1,1937,74,7.0,18.0,840005,2011
84110,6,840,1,1,2,6,2,2,5,1,5,2,3,62,1,-2,5,5,4,1,2,1922,89,7.0,17.0,840002,2011
84111,6,840,1,2,1,9,4,3,1,4,8,2,4,62,1,5,1,5,1,2,2,1973,38,7.0,26.0,840005,2011
84112,6,840,1,1,1,8,3,1,1,2,5,-2,1,53,1,1,5,5,1,1,1,1962,49,9.0,49.0,840002,2011
84113,6,840,1,3,1,8,3,2,1,3,7,2,3,0,2,5,5,7,4,2,1,1951,60,9.0,55.0,840002,2011
84114,6,840,1,1,1,8,3,2,1,2,6,4,2,62,1,1,1,3,1,1,1,1953,58,9.0,21.0,840003,2011
84115,6,840,1,4,1,10,4,4,1,2,10,2,3,0,1,5,5,5,1,2,2,1965,46,9.0,22.0,840005,2011
84116,6,840,1,1,1,8,3,2,5,2,9,3,1,62,1,2,2,5,2,1,2,1935,76,9.0,22.0,840002,2011
84117,6,840,1,4,2,7,4,1,1,2,8,3,2,0,2,8,2,9,8,2,1,1957,54,9.0,24.0,840002,2011
84118,6,840,1,2,2,8,4,1,4,2,7,2,2,0,2,10,9,9,1,1,2,1958,53,9.0,42.0,840006,2011
84119,6,840,1,2,1,9,4,2,1,2,8,2,2,42,2,10,8,5,2,2,2,1967,44,9.0,22.0,840002,2011
84120,6,840,1,1,2,5,3,1,1,3,5,2,1,62,1,5,2,8,4,2,1,1928,83,6.0,18.0,840002,2011
84121,6,840,1,1,2,9,4,2,1,2,9,2,1,64,1,5,2,5,4,2,2,1938,73,9.0,25.0,840002,2011
84122,6,840,1,2,2,8,3,2,1,2,7,3,2,62,1,2,5,5,1,1,1,1951,60,9.0,38.0,840002,2011
84123,6,840,1,1,2,8,4,2,1,3,8,3,1,62,1,1,1,3,1,1,1,1954,57,9.0,21.0,840002,2011
84124,6,840,1,1,3,3,3,2,3,2,7,3,3,62,1,1,1,5,2,1,1,1940,71,7.0,18.0,840002,2011
84125,6,840,1,4,2,10,4,4,6,0,8,3,3,0,2,10,-2,7,2,2,2,1991,20,7.0,22.0,840002,2011
84126,6,840,1,4,1,9,3,2,1,0,7,4,3,0,2,5,5,5,1,1,1,1982,29,8.0,35.0,840002,2011
84127,6,840,1,1,2,9,4,2,4,4,3,2,-2,-2,-2,-2,-2,-2,-2,-2,1,1975,36,8.0,-2.0,840002,2011
84128,6,840,1,2,2,8,4,2,5,4,7,2,3,64,1,8,7,9,4,1,2,1939,72,8.0,20.0,840002,2011
84129,6,840,1,2,3,5,3,1,1,0,8,2,2,64,1,9,9,5,1,2,2,1957,54,9.0,22.0,840002,2011
84130,6,840,1,1,1,9,3,2,1,5,6,2,2,0,1,1,1,5,2,2,2,1960,51,7.0,17.0,840002,2011
84131,6,840,1,3,2,6,4,2,2,3,3,3,3,42,1,6,5,4,-2,2,1,1965,46,7.0,18.0,840002,2011
84132,6,840,1,1,2,9,3,2,1,1,7,3,3,64,1,9,6,6,1,2,2,1949,62,9.0,22.0,840002,2011
84133,6,840,1,1,1,8,3,2,1,2,6,3,2,62,1,3,1,5,4,1,1,1943,68,8.0,19.0,840002,2011
84134,6,840,2,4,2,7,3,4,3,2,4,3,2,0,2,10,4,10,1,1,2,1965,46,8.0,19.0,840002,2011
84135,6,840,1,2,2,8,3,2,2,2,7,2,3,64,1,9,5,5,1,1,1,1988,23,7.0,23.0,840005,2011
84136,6,840,1,3,2,5,1,3,2,3,5,3,3,0,2,5,1,5,1,1,2,1965,46,7.0,18.0,840003,2011
84137,6,840,1,1,2,8,3,1,3,2,6,3,2,53,1,5,5,5,4,1,2,1942,69,9.0,40.0,840003,2011
84138,6,840,1,1,1,4,4,4,1,5,5,1,-2,0,1,-2,-2,-2,3,-2,2,1961,50,9.0,-2.0,840005,2011
84139,6,840,1,3,2,6,4,2,1,2,3,3,3,-2,2,1,4,6,4,2,2,1950,61,7.0,18.0,840002,2011
84140,6,840,1,2,2,9,3,2,1,0,8,2,2,64,1,1,1,5,4,2,1,1931,80,7.0,19.0,840002,2011
84141,6,840,1,3,2,7,4,2,1,2,2,2,2,0,2,8,8,7,2,2,2,1955,56,9.0,53.0,840005,2011
84142,6,840,1,3,2,8,3,2,2,0,5,4,3,53,1,10,10,10,6,2,2,1985,26,9.0,28.0,840002,2011
84143,6,840,1,1,1,9,3,2,1,4,9,2,2,64,1,5,1,5,4,1,1,1941,70,9.0,21.0,840005,2011
84144,6,840,1,3,3,5,3,2,1,1,3,3,3,0,2,5,2,3,1,1,1,1962,49,9.0,24.0,840004,2011
84145,6,840,1,1,2,7,3,3,2,0,7,3,2,64,1,4,1,5,1,1,1,1991,20,7.0,21.0,840002,2011
84146,6,840,1,1,2,8,3,2,6,0,4,2,1,62,1,1,8,5,1,1,2,1971,40,7.0,53.0,840002,2011
84147,6,840,1,1,1,10,3,1,1,2,10,2,3,0,1,10,1,10,7,2,2,1976,35,8.0,24.0,840005,2011
84148,6,840,2,4,1,9,4,2,1,0,10,2,3,0,2,8,8,8,4,2,2,1932,79,8.0,20.0,840002,2011
84149,6,840,2,4,2,8,3,3,2,0,4,3,3,0,3,10,7,9,1,2,1,1979,32,7.0,18.0,840002,2011
84150,6,840,1,4,1,10,3,1,1,0,8,3,2,0,2,5,5,5,2,1,1,1955,56,7.0,18.0,840002,2011
84151,6,840,1,1,1,8,4,2,2,1,7,2,2,0,2,5,5,5,1,1,1,1979,32,7.0,18.0,840002,2011
84152,6,840,1,2,3,4,2,2,1,4,5,3,1,64,1,2,7,7,4,1,1,1944,67,7.0,20.0,840002,2011
84153,6,840,1,2,2,7,4,2,3,0,4,2,2,62,1,5,2,7,3,2,2,1952,59,9.0,24.0,840005,2011
84154,6,840,1,3,2,8,4,2,3,3,8,2,3,0,2,9,6,8,1,1,2,1956,55,7.0,18.0,840002,2011
84155,6,840,1,1,2,9,3,3,1,8,7,3,2,53,1,5,5,5,1,1,2,1969,42,9.0,42.0,840002,2011
84156,6,840,2,2,2,9,3,2,5,1,9,3,2,0,2,1,1,6,1,1,1,1961,50,8.0,17.0,840002,2011
84157,6,840,1,3,1,9,3,2,1,2,8,3,2,0,2,5,5,8,1,1,1,1951,60,7.0,18.0,840002,2011
84158,6,840,1,1,2,7,3,3,1,2,7,3,2,62,1,1,2,5,1,2,2,1982,29,9.0,23.0,840002,2011
84159,6,840,1,1,1,9,3,2,1,4,5,2,2,62,1,8,8,9,4,2,2,1936,75,9.0,20.0,840002,2011
84160,6,840,1,1,1,9,2,2,1,2,9,3,1,62,1,1,5,-2,4,1,1,1944,67,9.0,21.0,840002,2011
84161,6,840,1,3,2,8,4,2,1,1,7,3,2,0,2,5,7,8,1,1,1,1976,35,7.0,18.0,840002,2011
84162,6,840,1,1,1,9,3,2,1,3,8,3,3,62,1,1,5,1,1,1,1,1954,57,8.0,20.0,840002,2011
84163,6,840,1,1,2,6,3,3,1,0,6,2,2,0,1,3,5,5,1,1,1,1961,50,8.0,21.0,840002,2011
84164,6,840,1,1,2,9,3,2,1,0,8,3,1,0,1,1,1,5,1,1,1,1964,47,9.0,22.0,840002,2011
84165,6,840,2,4,1,8,4,4,2,0,6,3,2,0,2,8,4,7,1,2,1,1984,27,9.0,21.0,840002,2011
84166,6,840,1,3,2,8,3,3,1,2,4,2,2,0,2,7,7,7,1,1,1,1967,44,8.0,20.0,840002,2011
84167,6,840,1,2,1,9,4,3,1,0,6,3,1,64,1,10,8,8,1,2,2,1964,47,8.0,18.0,840002,2011
84168,6,840,1,3,2,8,3,2,4,2,7,2,1,64,2,10,10,10,7,1,1,1974,37,7.0,22.0,840002,2011
84169,6,840,1,3,1,10,4,2,6,0,10,1,1,64,2,5,1,1,2,2,2,1990,21,8.0,22.0,840002,2011
84170,6,840,1,2,1,8,4,1,1,2,9,3,3,62,2,5,5,5,1,1,2,1980,31,9.0,22.0,840002,2011
84171,6,840,1,2,2,5,4,1,1,1,1,3,2,53,2,5,5,5,1,1,2,1977,34,9.0,31.0,840004,2011
84172,6,840,1,2,2,8,4,2,1,2,7,2,2,62,1,10,8,10,5,2,2,1965,46,9.0,46.0,840002,2011
84173,6,840,1,3,1,9,3,2,1,0,10,2,2,0,2,9,9,9,2,1,2,1945,66,7.0,18.0,840002,2011
84174,6,840,1,2,2,7,3,2,1,3,5,2,2,62,1,7,5,6,1,1,1,1970,41,9.0,27.0,840002,2011
84175,6,840,1,1,1,9,4,2,1,0,9,2,2,62,2,9,9,8,2,1,2,1949,62,9.0,22.0,840003,2011
84176,6,840,1,1,2,9,2,1,1,5,3,2,2,64,1,4,1,5,5,1,2,1957,54,6.0,18.0,840003,2011
84177,6,840,1,1,1,9,4,1,5,3,9,3,2,64,1,4,1,4,4,1,2,1927,84,8.0,20.0,840002,2011
84178,6,840,1,1,1,8,3,2,6,0,4,2,3,53,1,1,1,2,1,1,2,1978,33,7.0,18.0,840002,2011
84179,6,840,1,1,1,9,4,3,5,5,9,2,2,64,1,9,8,8,4,1,2,1944,67,9.0,52.0,840002,2011
84180,6,840,1,2,2,9,3,3,1,3,7,3,3,0,2,5,4,6,4,2,1,1970,41,8.0,18.0,840002,2011
84181,6,840,1,1,2,5,4,4,2,1,5,2,2,64,1,7,6,6,1,2,2,1956,55,8.0,18.0,840002,2011
84182,6,840,1,2,2,5,3,3,2,1,5,-2,2,62,1,-2,-2,-2,1,1,1,1986,25,9.0,-2.0,840002,2011
84183,6,840,1,2,2,8,4,1,2,0,6,3,3,62,1,9,7,7,1,2,2,1988,23,9.0,23.0,840005,2011
84184,6,840,1,2,2,7,3,1,1,6,3,2,2,53,1,5,1,6,3,1,1,1952,59,7.0,18.0,840002,2011
84185,6,840,1,1,2,8,3,2,1,2,7,2,3,53,1,5,3,6,4,2,2,1942,69,7.0,17.0,840002,2011
84186,6,840,1,4,2,9,4,1,1,0,9,2,2,0,2,10,9,8,4,2,1,1950,61,9.0,30.0,840002,2011
84187,6,840,1,1,1,10,3,2,1,3,10,2,3,62,1,1,1,1,1,1,1,1952,59,7.0,18.0,840002,2011
84188,6,840,1,3,3,5,3,3,6,0,2,3,2,0,2,10,10,10,1,1,1,1977,34,8.0,23.0,840002,2011
84189,6,840,1,1,1,10,2,1,1,2,6,3,1,62,1,1,2,2,5,2,2,1966,45,7.0,18.0,840002,2011
84190,6,840,1,2,2,8,3,2,1,1,4,3,3,0,1,6,6,6,2,2,2,1963,48,8.0,17.0,840002,2011
84191,6,840,1,2,2,7,4,2,6,0,5,3,3,64,2,8,8,10,6,2,1,1986,25,9.0,22.0,840002,2011
84192,6,840,1,1,2,8,3,1,1,0,9,3,3,62,1,1,1,6,2,2,2,1950,61,7.0,17.0,840002,2011
84193,6,840,1,1,3,2,4,1,1,2,8,3,3,53,1,1,1,7,1,1,2,1931,80,9.0,22.0,840005,2011
84194,6,840,1,2,2,6,3,2,3,1,6,3,3,62,1,7,6,7,4,2,2,1936,75,9.0,20.0,840002,2011
84195,6,840,1,4,2,6,4,3,3,1,4,2,2,0,3,10,8,9,1,1,2,1955,56,9.0,25.0,840002,2011
84196,6,840,1,4,1,8,4,3,2,0,6,2,3,0,2,10,10,9,1,2,2,1986,25,9.0,21.0,840002,2011
84197,6,840,1,1,1,10,3,1,1,0,10,3,1,53,1,1,1,5,6,2,1,1990,21,9.0,24.0,840002,2011
84198,6,840,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1979,32,7.0,-2.0,840002,2011
84199,6,840,1,3,2,8,3,2,1,4,9,2,2,62,2,10,10,5,4,1,1,1935,76,9.0,26.0,840002,2011
84200,6,840,1,4,1,9,3,2,2,0,7,2,2,0,3,10,10,9,1,2,1,1981,30,9.0,21.0,840006,2011
84201,6,840,1,1,1,9,2,1,1,3,7,3,1,62,1,1,2,4,2,2,2,1969,42,8.0,19.0,840002,2011
84202,6,840,1,2,2,7,4,2,2,0,7,2,2,64,2,10,5,10,1,1,2,1955,56,8.0,18.0,840002,2011
84203,6,840,1,2,1,9,3,2,2,0,7,2,2,62,3,4,4,4,1,2,1,1987,24,8.0,27.0,840005,2011
84204,6,840,1,1,2,9,2,2,6,0,5,4,2,62,1,1,5,3,2,2,2,1988,23,9.0,25.0,840002,2011
84205,6,840,2,3,3,3,3,2,1,2,3,2,3,0,3,10,10,10,1,2,2,1946,65,9.0,21.0,840005,2011
84206,6,840,1,1,1,9,3,-2,2,2,7,3,4,53,1,-2,-2,-2,1,1,1,1977,34,7.0,-2.0,840003,2011
84207,6,840,1,3,2,5,3,3,6,0,3,2,3,53,2,5,6,4,1,2,2,1988,23,8.0,19.0,840005,2011
84208,6,840,1,1,2,8,3,3,1,1,4,3,2,64,1,1,1,2,1,1,1,1981,30,9.0,22.0,840005,2011
84209,6,840,1,1,2,8,2,1,1,1,6,2,2,62,1,3,5,2,2,2,2,1979,32,9.0,23.0,840004,2011
84210,6,840,1,4,1,9,2,2,1,3,9,3,2,0,2,10,8,8,4,1,1,1947,64,9.0,22.0,840002,2011
84211,6,840,1,2,3,6,4,2,6,0,8,3,3,62,1,3,1,6,6,2,1,1992,19,9.0,20.0,840002,2011
84212,6,840,1,3,1,10,3,2,1,2,9,-2,1,62,2,8,8,8,1,2,2,1953,58,9.0,58.0,840002,2011
84213,6,840,1,4,2,8,3,2,6,0,8,4,2,0,2,5,7,5,1,1,1,1983,28,9.0,24.0,840004,2011
84214,6,840,1,3,1,8,4,3,1,3,6,3,2,0,1,1,1,4,1,1,2,1974,37,8.0,18.0,840002,2011
84215,6,840,1,1,2,7,3,2,1,2,3,3,3,53,1,1,2,5,5,2,2,1964,47,7.0,18.0,840002,2011
84216,6,840,1,3,2,9,3,2,1,3,9,3,1,64,2,5,4,7,4,1,1,1939,72,9.0,23.0,840002,2011
84217,6,840,1,1,1,10,4,1,1,2,9,2,1,64,1,5,5,5,1,1,1,1966,45,9.0,23.0,840004,2011
84218,6,840,1,1,2,9,3,2,1,2,9,3,3,53,1,1,1,8,1,2,2,1971,40,8.0,-3.0,840002,2011
84219,6,840,1,2,1,10,3,2,1,2,10,3,2,0,1,1,1,1,5,2,2,1970,41,8.0,18.0,840002,2011
84220,6,840,2,2,2,8,4,2,6,0,7,1,1,42,1,10,10,7,6,2,2,1992,19,7.0,22.0,840002,2011
84221,6,840,1,2,2,7,3,2,3,2,4,4,3,0,1,5,5,7,4,1,1,1958,53,9.0,53.0,840004,2011
84222,6,840,1,4,1,8,4,3,1,0,7,2,1,0,3,10,6,6,1,2,2,1977,34,9.0,35.0,840002,2011
84223,6,840,1,2,1,7,4,2,1,3,8,3,3,0,2,4,10,10,1,1,1,1968,43,6.0,12.0,840005,2011
84224,6,840,1,1,1,9,3,1,1,3,8,3,3,0,1,5,1,5,5,2,2,1943,68,7.0,17.0,840002,2011
84225,6,840,1,3,1,9,3,2,1,3,7,2,2,53,2,9,6,6,7,1,1,1965,46,9.0,18.0,840002,2011
84226,6,840,1,3,2,8,3,4,1,0,8,2,1,0,2,10,8,8,1,2,1,1969,42,9.0,30.0,840002,2011
84227,6,840,1,4,2,7,3,2,1,2,1,2,2,0,2,10,10,10,1,1,1,1959,52,7.0,19.0,840002,2011
84228,6,840,1,2,2,4,3,2,2,2,3,3,3,-2,2,1,3,5,1,1,1,1955,56,6.0,16.0,840002,2011
84229,6,840,1,4,2,8,3,2,1,3,7,3,1,42,2,9,9,10,1,1,1,1955,56,9.0,26.0,840002,2011
84230,6,840,4,2,2,5,3,3,6,0,5,2,1,53,1,8,8,9,4,2,1,1962,49,7.0,17.0,840002,2011
84231,6,840,1,3,1,7,4,2,3,3,8,3,3,0,2,7,8,8,1,1,2,1948,63,7.0,18.0,840002,2011
84232,6,840,1,4,2,10,4,2,2,0,8,2,3,0,2,10,10,10,1,2,1,1970,41,9.0,22.0,840002,2011
84233,6,840,1,1,2,9,4,3,1,0,8,2,2,62,1,5,5,5,4,1,2,1951,60,9.0,35.0,840002,2011
84234,6,840,1,2,2,8,3,2,1,2,8,3,2,62,1,10,6,3,1,1,1,1953,58,9.0,56.0,840006,2011
84235,6,840,1,1,1,9,4,1,1,4,6,2,1,64,1,1,1,5,5,2,2,1975,36,3.0,36.0,840005,2011
84236,6,840,1,3,1,9,3,2,1,1,8,3,1,0,2,6,4,7,4,1,1,1950,61,8.0,20.0,840002,2011
84237,6,840,1,1,1,7,3,3,6,0,6,2,3,0,1,1,1,5,7,2,1,1990,21,7.0,18.0,840002,2011
84238,6,840,1,1,1,8,3,2,6,0,8,3,2,64,1,5,3,3,1,2,2,1988,23,9.0,22.0,840002,2011
84239,6,840,1,2,1,8,3,2,1,2,9,2,2,0,1,7,1,7,4,2,2,1944,67,6.0,20.0,840005,2011
84240,6,840,1,3,2,8,3,2,6,0,8,2,1,0,2,10,8,10,1,1,1,1969,42,9.0,23.0,840004,2011
84241,6,840,1,2,2,7,3,2,2,3,3,3,3,53,1,9,6,6,1,2,2,1969,42,8.0,19.0,840005,2011
84242,6,840,1,1,1,8,3,2,6,0,8,2,2,62,1,5,5,7,1,1,2,1959,52,9.0,35.0,840002,2011
84243,6,840,1,1,2,7,3,2,1,2,7,3,3,62,1,1,1,9,1,1,1,1960,51,7.0,51.0,840002,2011
84244,6,840,1,1,1,9,3,2,3,2,8,2,2,62,1,1,1,5,2,2,2,1962,49,7.0,17.0,840002,2011
84245,6,840,1,1,1,8,3,1,1,0,6,2,2,62,1,1,6,6,3,2,1,1959,52,7.0,18.0,840003,2011
84246,6,840,1,1,1,9,3,2,1,0,4,3,1,62,1,10,10,10,1,2,2,1982,29,9.0,21.0,840004,2011
84247,6,840,1,1,1,9,3,1,1,2,8,3,3,62,2,1,1,5,1,2,1,1957,54,9.0,21.0,840002,2011
84248,6,840,2,4,2,7,2,2,6,0,4,3,2,0,3,5,6,8,1,2,1,1986,25,8.0,24.0,840002,2011
84249,6,840,1,3,1,9,2,1,1,0,8,2,3,0,1,8,8,8,5,2,2,1965,46,9.0,23.0,840002,2011
84250,6,840,1,2,2,9,3,3,6,0,5,1,2,0,1,5,1,5,7,2,1,1992,19,7.0,18.0,840003,2011
84251,6,840,2,4,2,4,4,2,1,0,7,2,2,0,2,10,7,7,6,2,2,1972,39,9.0,23.0,840002,2011
84252,6,840,1,1,3,7,4,3,1,3,7,3,3,53,1,5,5,7,1,1,1,1964,47,8.0,46.0,840002,2011
84253,6,840,1,4,1,8,3,3,1,4,5,3,2,0,2,2,2,2,1,2,2,1972,39,7.0,19.0,840002,2011
84254,6,840,1,2,1,8,3,3,6,0,6,2,2,53,1,7,1,3,1,2,2,1989,22,8.0,22.0,840002,2011
84255,6,840,1,2,1,8,3,3,3,3,6,3,2,53,1,10,2,9,2,1,2,1949,62,7.0,16.0,840002,2011
84256,6,840,1,1,2,8,4,1,3,0,6,3,3,53,1,1,8,9,1,1,1,1950,61,7.0,19.0,840003,2011
84257,6,840,1,1,2,8,3,1,5,1,6,3,2,53,1,1,1,4,1,1,2,1948,63,6.0,18.0,840003,2011
84258,6,840,1,1,3,1,4,2,1,1,4,4,4,0,1,9,7,8,8,2,2,1969,42,7.0,21.0,840002,2011
84259,6,840,1,4,2,9,4,2,2,4,8,2,2,0,3,9,9,9,7,1,2,1969,42,8.0,-2.0,840002,2011
84260,6,840,2,4,3,8,4,2,1,3,8,2,2,0,3,10,10,10,1,1,1,1975,36,9.0,36.0,840002,2011
84261,6,840,1,3,2,8,4,1,2,0,7,3,2,0,2,10,8,10,1,2,1,1981,30,9.0,25.0,840004,2011
84262,6,840,1,1,2,7,4,2,6,0,8,2,3,53,1,1,1,5,1,1,1,1970,41,9.0,26.0,840002,2011
84263,6,840,1,1,1,10,4,4,1,2,6,3,2,53,1,1,1,1,4,1,1,1959,52,7.0,18.0,840002,2011
84264,6,840,1,2,2,6,4,3,6,0,5,2,2,0,2,9,7,5,6,2,2,1991,20,7.0,24.0,840003,2011
84265,6,840,1,1,1,8,4,1,1,1,10,1,2,62,1,4,4,4,1,1,2,1985,26,8.0,26.0,840002,2011
84266,6,840,1,4,2,8,3,2,6,1,6,3,3,0,2,5,5,5,7,2,2,1991,20,6.0,17.0,840002,2011
84267,6,840,1,2,3,4,2,2,3,0,9,2,3,53,2,5,5,5,4,1,1,1936,75,7.0,19.0,840002,2011
84268,6,840,1,2,2,7,4,1,1,2,5,3,2,64,1,5,5,5,4,2,1,1957,54,8.0,54.0,840005,2011
84269,6,840,1,1,2,5,3,2,1,3,8,3,2,64,1,1,1,5,4,2,1,1937,74,9.0,19.0,840002,2011
84270,6,840,1,3,1,9,4,2,5,1,9,2,-2,64,2,10,5,9,4,1,1,1956,55,7.0,18.0,840002,2011
84271,6,840,1,1,2,8,2,1,1,1,1,3,3,53,1,1,1,3,4,2,2,1947,64,7.0,64.0,840003,2011
84272,6,840,1,2,2,5,4,2,3,4,9,4,1,0,2,6,5,10,7,2,2,1957,54,6.0,8.0,840002,2011
84273,6,840,1,2,1,10,4,1,2,4,7,1,2,53,1,1,1,1,2,1,1,1976,35,7.0,15.0,840005,2011
84274,6,840,1,2,2,5,3,2,3,2,4,3,3,-2,-2,-2,-2,-2,-2,1,1,1957,54,6.0,-2.0,840002,2011
84275,6,840,1,1,2,8,4,2,5,1,8,2,2,62,1,10,8,9,4,1,2,1937,74,9.0,30.0,840002,2011
84276,6,840,1,2,2,7,4,3,1,2,7,3,2,62,1,5,3,5,1,1,1,1974,37,9.0,23.0,840002,2011
84277,6,840,1,1,1,8,3,3,3,6,6,3,2,0,1,5,5,5,4,1,1,1957,54,7.0,18.0,840003,2011
84278,6,840,1,4,2,10,4,2,2,0,5,2,3,0,3,10,10,10,6,2,2,1981,30,9.0,35.0,840002,2011
84279,6,840,1,1,2,7,4,2,5,2,1,3,2,0,2,7,8,8,1,1,1,1957,54,7.0,54.0,840002,2011
84280,6,840,1,1,1,9,3,2,1,1,5,2,2,62,1,4,2,5,4,1,1,1939,72,9.0,54.0,840002,2011
84281,6,840,1,3,3,7,3,3,6,0,7,3,3,0,2,1,1,10,2,2,1,1988,23,7.0,18.0,840003,2011
84282,6,840,1,1,2,5,3,2,3,2,2,2,2,53,1,5,5,5,4,1,2,1947,64,7.0,17.0,840002,2011
84283,6,840,1,1,2,8,4,3,1,2,1,1,2,53,1,1,1,4,2,2,2,1968,43,7.0,18.0,840002,2011
84284,6,840,1,1,1,8,4,2,1,2,8,1,1,64,1,10,5,8,1,2,2,1948,63,9.0,27.0,840002,2011
84285,6,840,1,2,2,4,4,2,1,1,5,2,3,53,2,9,9,9,1,1,2,1957,54,7.0,18.0,840002,2011
84286,6,840,1,3,2,7,3,3,3,1,8,2,1,0,1,5,5,7,4,1,1,1948,63,7.0,18.0,840003,2011
84287,6,840,1,2,1,10,4,3,6,-2,10,2,3,53,1,10,10,10,1,1,2,1963,48,9.0,26.0,840003,2011
84288,6,840,1,1,2,9,3,2,2,0,8,2,2,0,1,5,5,5,1,2,1,1982,29,9.0,22.0,840002,2011
84289,6,840,1,1,3,5,2,2,6,0,3,3,3,64,1,9,9,9,7,1,2,1949,62,7.0,18.0,840004,2011
84290,6,840,1,1,2,7,3,2,3,2,6,4,1,42,2,2,4,5,1,1,1,1970,41,9.0,25.0,840002,2011
84291,6,840,1,2,2,4,4,4,6,2,1,3,2,0,1,10,5,3,7,1,2,1989,22,7.0,26.0,840003,2011
84292,6,840,1,2,2,7,2,2,1,3,-2,-2,3,12,-2,-2,-2,-2,-2,2,2,1969,42,9.0,-2.0,840004,2011
84293,6,840,1,4,2,5,3,1,3,1,8,3,2,0,3,8,10,5,1,1,1,1969,42,9.0,25.0,840002,2011
84294,6,840,1,1,2,9,3,2,3,0,5,2,3,53,1,5,5,9,1,2,2,1954,57,6.0,17.0,840003,2011
84295,6,840,1,2,4,1,4,1,3,1,1,2,3,64,1,4,5,5,4,1,2,1944,67,6.0,18.0,840002,2011
84296,6,840,1,3,1,10,4,3,1,6,7,2,3,0,1,6,6,6,1,1,1,1970,41,7.0,40.0,840005,2011
84297,6,840,1,1,1,10,3,3,2,3,6,3,1,0,2,8,8,8,2,2,2,1987,24,7.0,7.0,840005,2011
84298,6,840,1,1,1,8,4,1,2,2,5,2,3,0,1,1,1,1,5,2,1,1984,27,6.0,17.0,840005,2011
84299,6,840,1,2,1,10,2,1,1,7,10,3,3,0,1,1,1,1,1,2,1,1959,52,3.0,14.0,840005,2011
84300,6,840,1,4,2,9,-2,3,1,2,7,2,1,53,1,8,9,10,2,2,2,1982,29,7.0,19.0,840002,2011
